review_id,customer_id,order_id,product_id,rating,review_date
REV0000269,C06771,O0037671,P00843,3,2025-09-21
REV0000270,C01114,O0028074,P00031,3,2025-09-01
REV0000271,C03102,O0015399,P01338,5,2025-10-17
REV0000272,C01409,O0002938,P01711,4,2026-05-18
REV0000273,C07602,O0037391,P00383,5,2025-06-29
REV0000274,C06319,O0057163,P00232,5,2026-03-06
REV0000275,C06791,O0044252,P01762,4,2025-01-02
REV0000276,C01694,O0049025,P01459,3,2025-02-12
REV0000277,C03892,O0013757,P01030,3,2025-04-07
REV0000278,C06957,O0002231,P01223,5,2026-07-18
REV0000279,C01974,O0013270,P01069,5,2025-04-02
REV0000280,C03708,O0051592,P00141,4,2025-12-30
REV0000281,C03558,O0054710,P01372,3,2025-08-08
REV0000282,C02788,O0002940,P00362,5,2026-03-21
REV0000283,C00579,O0028634,P01326,5,2025-11-28
REV0000284,C05067,O0032405,P01363,4,2026-02-22
REV0000285,C04465,O0026782,P01107,5,2025-07-12
REV0000286,C06068,O0058728,P01295,3,2026-03-29
REV0000287,C06189,O0005322,P00349,5,2025-10-17
REV0000288,C01470,O0028771,P00688,5,2026-02-04
REV0000289,C00676,O0054804,P00336,5,2025-05-03
REV0000290,C01741,O0010107,P01504,4,2026-06-12
REV0000291,C00130,O0052953,P00171,3,2026-06-28
REV0000292,C03104,O0018618,P01633,5,2026-01-08
REV0000293,C00629,O0057409,P00374,5,2026-04-24
REV0000294,C04714,O0025632,P00466,4,2025-08-15
REV0000295,C02616,O0056395,P00513,2,2026-02-19
REV0000296,C05427,O0037148,P01987,4,2026-07-30
REV0000297,C07464,O0026132,P01086,4,2026-06-03
REV0000298,C06547,O0039869,P01471,4,2025-11-26
REV0000299,C04838,O0007053,P01328,4,2025-06-04
REV0000300,C01230,O0003584,P01875,4,2026-05-12
REV0000301,C02211,O0001047,P01113,4,2025-06-08
REV0000302,C04832,O0019514,P00032,5,2026-06-07
REV0000303,C05955,O0050253,P00720,5,2026-04-07
REV0000304,C05734,O0042348,P00626,5,2025-04-08
REV0000305,C05843,O0030887,P01895,5,2025-09-11
REV0000306,C07449,O0002577,P01710,5,2026-01-24
REV0000307,C05441,O0015984,P00216,5,2025-08-25
REV0000308,C03315,O0039951,P00851,4,2025-05-13
REV0000309,C03100,O0044922,P00794,5,2025-11-05
REV0000310,C07857,O0015027,P01382,5,2026-06-09
REV0000311,C01892,O0026419,P01455,4,2025-12-28
REV0000312,C01409,O0014055,P01001,4,2025-07-27
REV0000313,C04221,O0004335,P00602,3,2026-02-28
REV0000314,C05611,O0046959,P01778,4,2025-01-28
REV0000315,C04163,O0022191,P01141,4,2025-11-26
REV0000316,C03594,O0058959,P01404,5,2026-06-10
REV0000317,C05872,O0032851,P01096,5,2025-09-29
REV0000318,C04055,O0004907,P00213,4,2025-12-31
REV0000319,C05748,O0009226,P01545,4,2026-04-01
REV0000320,C03611,O0003838,P01942,5,2026-07-10
REV0000321,C04259,O0015258,P01443,3,2025-09-14
REV0000322,C07581,O0057859,P01279,4,2026-08-02
REV0000323,C03974,O0013857,P01594,4,2025-01-29
REV0000324,C04286,O0051470,P00938,5,2025-08-09
REV0000325,C07194,O0007596,P01723,5,2025-06-22
REV0000326,C00667,O0004116,P00493,5,2025-08-08
REV0000327,C03185,O0046259,P01112,4,2025-01-09
REV0000328,C06504,O0016421,P00010,5,2025-02-03
REV0000329,C06725,O0024441,P01474,5,2025-12-08
REV0000330,C00291,O0043596,P01490,4,2025-11-21
REV0000331,C01893,O0047092,P01437,3,2025-03-21
REV0000332,C01771,O0008702,P01853,5,2025-06-15
REV0000333,C05591,O0055926,P01813,1,2026-05-25
REV0000334,C02238,O0050359,P01906,4,2026-07-03
REV0000335,C02402,O0033958,P01013,4,2026-07-27
REV0000336,C02049,O0039832,P00920,5,2025-11-03
REV0000337,C01808,O0012812,P01175,4,2025-11-06
REV0000338,C06469,O0026399,P01401,2,2026-05-26
REV0000339,C03470,O0027144,P01145,3,2025-06-24
REV0000340,C04859,O0018960,P00841,3,2026-02-19
REV0000341,C05212,O0020075,P00917,5,2026-04-10
REV0000342,C06516,O0045934,P01167,1,2026-05-22
REV0000343,C04637,O0018976,P00052,5,2026-01-28
REV0000344,C05091,O0005731,P00888,4,2025-12-07
REV0000345,C07291,O0020256,P00934,5,2025-10-17
REV0000346,C06536,O0040966,P01926,3,2026-02-18
REV0000347,C01346,O0054145,P00358,3,2026-06-12
REV0000348,C04871,O0043106,P01526,1,2025-02-12
REV0000349,C04403,O0023249,P01554,4,2026-08-07
REV0000350,C03189,O0042883,P00886,3,2026-07-10
REV0000351,C03995,O0012231,P00244,5,2025-06-24
REV0000352,C06396,O0007475,P01112,5,2025-12-29
REV0000353,C01454,O0011235,P01247,5,2025-11-04
REV0000354,C05645,O0052696,P00433,5,2025-12-17
REV0000355,C04060,O0017070,P00179,5,2026-05-11
REV0000356,C03806,O0024229,P00149,3,2026-04-25
REV0000357,C02203,O0008821,P00529,5,2026-04-10
REV0000358,C02637,O0037708,P01695,5,2026-06-02
REV0000359,C02435,O0057684,P00615,2,2026-04-21
REV0000360,C03918,O0009757,P01666,3,2025-04-22
REV0000361,C05358,O0027551,P01991,5,2025-01-31
REV0000362,C04523,O0021131,P00454,3,2025-01-07
REV0000363,C03088,O0010534,P01666,5,2026-06-02
REV0000364,C04047,O0021029,P00904,4,2025-03-04
REV0000365,C06260,O0014561,P01711,5,2025-02-09
REV0000366,C04683,O0043748,P01009,5,2025-03-18
REV0000367,C03336,O0004357,P00134,4,2025-03-23
REV0000368,C00190,O0059409,P01396,4,2026-05-20
REV0000369,C04462,O0046180,P01609,5,2026-05-27
REV0000370,C07522,O0003455,P00744,4,2025-05-05
REV0000371,C00843,O0048453,P00140,5,2026-04-16
REV0000372,C02107,O0028726,P00115,2,2025-02-08
REV0000373,C03294,O0008515,P00964,5,2025-01-06
REV0000374,C04620,O0059552,P01809,4,2025-07-15
REV0000375,C05106,O0058989,P00909,4,2025-04-04
REV0000376,C05245,O0050805,P00282,5,2025-11-12
REV0000377,C00432,O0039799,P01200,3,2025-11-03
REV0000378,C06398,O0020619,P01865,2,2025-11-30
REV0000379,C00326,O0007069,P01553,5,2025-12-22
REV0000380,C05183,O0005370,P00893,4,2026-07-31
REV0000381,C07595,O0036163,P00851,4,2025-07-29
REV0000382,C05929,O0055433,P00461,4,2025-06-02
REV0000383,C02237,O0016673,P00329,4,2025-09-19
REV0000384,C00782,O0059912,P00016,4,2025-01-02
REV0000385,C05193,O0057730,P00714,5,2026-06-22
REV0000386,C03857,O0053295,P01938,4,2025-12-13
REV0000387,C02990,O0052366,P00166,5,2025-09-21
REV0000388,C07613,O0029415,P01336,5,2025-03-12
REV0000389,C03571,O0008334,P01147,4,2025-05-29
REV0000390,C07721,O0057508,P00049,2,2026-06-27
REV0000391,C03816,O0007815,P01727,5,2026-06-02
REV0000392,C04307,O0043235,P01412,4,2026-04-09
REV0000393,C03708,O0054215,P01766,5,2025-10-10
REV0000394,C03168,O0023345,P00191,5,2026-06-30
REV0000395,C00876,O0053007,P01154,5,2026-03-25
REV0000396,C07338,O0021553,P01585,3,2025-08-14
REV0000397,C03148,O0021282,P00258,4,2025-12-15
REV0000398,C03201,O0035254,P01391,1,2026-06-11
REV0000399,C07619,O0006624,P00600,5,2026-07-15
REV0000400,C00044,O0001836,P01826,5,2025-04-30
REV0000401,C04849,O0008290,P01292,5,2025-09-21
REV0000402,C04893,O0009830,P01168,4,2025-04-16
REV0000403,C05082,O0026094,P01855,5,2025-05-15
REV0000404,C03498,O0059977,P00196,5,2026-07-19
REV0000405,C03539,O0057531,P00788,2,2026-03-10
REV0000406,C00733,O0045553,P00920,5,2026-07-04
REV0000407,C07338,O0021553,P01699,5,2025-04-14
REV0000408,C07046,O0008047,P01863,5,2025-11-12
REV0000409,C02790,O0000456,P00365,4,2025-08-01
REV0000410,C01456,O0029865,P01292,5,2025-08-09
REV0000411,C03230,O0054112,P01371,5,2025-05-09
REV0000412,C06449,O0029300,P01920,5,2026-06-23
REV0000413,C06453,O0021944,P00424,4,2026-03-25
REV0000414,C06246,O0031083,P01627,1,2025-11-19
REV0000415,C06484,O0016103,P01046,2,2025-08-26
REV0000416,C02015,O0024350,P00993,5,2025-03-31
REV0000417,C05858,O0021059,P01268,5,2025-10-26
REV0000418,C07500,O0052589,P01219,5,2025-07-10
REV0000419,C07272,O0040623,P01187,5,2025-08-27
REV0000420,C07754,O0055015,P00453,1,2025-12-24
REV0000421,C05882,O0009482,P01603,5,2025-01-21
REV0000422,C06892,O0004823,P01757,4,2025-01-13
REV0000423,C00331,O0040795,P01980,5,2026-01-26
REV0000424,C00037,O0021281,P01024,5,2026-07-03
REV0000425,C01909,O0004795,P01406,3,2026-01-12
REV0000426,C05315,O0005889,P00467,5,2026-05-17
REV0000427,C04039,O0049689,P00965,5,2025-04-10
REV0000428,C01670,O0051181,P00922,5,2026-08-13
REV0000429,C00700,O0000720,P00569,5,2026-02-28
REV0000430,C01348,O0013058,P00152,5,2025-04-26
REV0000431,C03206,O0036391,P00532,4,2025-12-13
REV0000432,C02267,O0033612,P00630,2,2026-05-09
REV0000433,C01505,O0034187,P00092,5,2025-03-14
REV0000434,C03901,O0033259,P00037,5,2026-07-14
REV0000435,C01912,O0043823,P01690,5,2025-09-11
REV0000436,C04132,O0044595,P01341,5,2025-04-23
REV0000437,C04038,O0052269,P01024,4,2025-09-14
REV0000438,C06218,O0053912,P01162,5,2025-03-23
REV0000439,C02452,O0000196,P01535,3,2026-07-15
REV0000440,C00134,O0044398,P01094,2,2026-08-18
REV0000441,C07562,O0031491,P01695,5,2026-04-08
REV0000442,C04930,O0030647,P00721,5,2025-01-24
REV0000443,C06412,O0052423,P00404,5,2025-08-26
REV0000444,C00078,O0014097,P00212,4,2026-04-13
REV0000445,C02312,O0032231,P00334,3,2025-06-11
REV0000446,C06581,O0036544,P00224,5,2026-03-30
REV0000447,C06032,O0051629,P00942,5,2025-11-26
REV0000448,C00891,O0021551,P01226,1,2026-06-08
REV0000449,C01422,O0031041,P01185,5,2026-04-26
REV0000450,C07945,O0035149,P01601,5,2025-04-27
REV0000451,C02646,O0032806,P01621,5,2025-04-10
REV0000452,C00793,O0030996,P00662,4,2025-03-14
REV0000453,C06107,O0043721,P00441,4,2026-05-08
REV0000454,C07420,O0042592,P01413,5,2026-04-11
REV0000455,C03221,O0020268,P00740,5,2026-06-04
REV0000456,C06671,O0035635,P01983,5,2025-04-10
REV0000457,C04075,O0049062,P00106,5,2025-11-06
REV0000458,C02255,O0020887,P01320,3,2026-01-17
REV0000459,C06499,O0005424,P01696,4,2026-05-24
REV0000460,C02693,O0038458,P00770,4,2025-07-14
REV0000461,C07341,O0045968,P01004,3,2025-01-23
REV0000462,C06199,O0044569,P01990,5,2026-06-18
REV0000463,C05992,O0038680,P00033,5,2026-06-24
REV0000464,C03215,O0019157,P00320,3,2025-05-09
REV0000465,C04350,O0008647,P00236,1,2025-10-01
REV0000466,C07869,O0041129,P01892,4,2025-12-19
REV0000467,C04795,O0043336,P01888,4,2026-05-19
REV0000468,C06263,O0027280,P00337,1,2025-07-25
REV0000469,C01564,O0034620,P01065,4,2025-02-19
REV0000470,C07438,O0037958,P00597,5,2026-07-30
REV0000471,C00322,O0043756,P01133,5,2025-02-19
REV0000472,C00125,O0040409,P01514,5,2026-04-22
REV0000473,C07767,O0024565,P01411,5,2026-05-11
REV0000474,C01984,O0045230,P00319,3,2025-04-28
REV0000475,C03894,O0001567,P00924,5,2025-01-31
REV0000476,C06854,O0021383,P00637,4,2026-02-03
REV0000477,C05456,O0004137,P01964,4,2025-05-08
REV0000478,C04988,O0020152,P00993,5,2026-08-19
REV0000479,C04050,O0057801,P00260,5,2025-04-07
REV0000480,C05832,O0030882,P00937,3,2026-01-23
REV0000481,C00485,O0047361,P01615,3,2026-01-30
REV0000482,C01813,O0047794,P01014,4,2026-03-22
REV0000483,C04850,O0055641,P01556,5,2026-08-04
REV0000484,C01913,O0026602,P01526,5,2025-04-29
REV0000485,C03751,O0045946,P00123,5,2026-05-31
REV0000486,C05620,O0054764,P00645,4,2025-11-29
REV0000487,C02973,O0003695,P01822,5,2026-06-22
REV0000488,C05555,O0055402,P01156,3,2026-02-26
REV0000489,C02521,O0035346,P01451,5,2025-07-15
REV0000490,C04024,O0019389,P00665,5,2026-01-15
REV0000491,C02600,O0020427,P01891,5,2025-02-16
REV0000492,C05984,O0059760,P00977,4,2026-05-19
REV0000493,C07036,O0023970,P00001,5,2026-05-06
REV0000494,C06475,O0009621,P01027,2,2025-12-15
REV0000495,C05483,O0025399,P01420,4,2025-11-19
REV0000496,C01189,O0026077,P01752,4,2025-12-29
REV0000497,C07742,O0033208,P01070,5,2026-05-28
REV0000498,C01506,O0021028,P00945,4,2025-10-28
