order_id,customer_id,order_timestamp,shipping_country,shipping_city,order_status,order_amount
O0000340,C07942,2025-12-22 10:03:58,USA,Austin,Delivered,307.41
O0000341,C02033,2025-12-23 17:45:42,UK,Manchester,Delivered,144.52
O0000342,C03364,2025-03-19 09:56:30,India,Delhi,Delivered,224.25
O0000343,C06252,2025-06-01 17:45:51,India,Mumbai,Cancelled,150.93
O0000344,C05357,2025-06-29 17:54:45,India,Hyderabad,Delivered,27.5
O0000345,C06260,2026-08-12 06:49:35,India,Delhi,Shipped,8.55
O0000346,C03773,2025-06-30 12:57:04,India,Hyderabad,Delivered,14.86
O0000347,C07350,2025-08-20 20:07:52,UAE,Dubai,Processing,28.73
O0000348,C06348,2025-10-14 22:56:39,Netherlands,Amsterdam,Shipped,12.52
O0000349,C02480,2026-06-28 05:57:29,Germany,Berlin,Delivered,102.06
O0000350,C07606,2026-05-10 14:03:47,Canada,Toronto,Delivered,237.55
O0000351,C07709,2025-02-22 13:29:59,USA,New York,Shipped,171.98
O0000352,C03322,2025-08-21 07:09:55,India,Delhi,Delivered,134.25
O0000353,C05247,2025-04-08 10:01:19,Germany,Berlin,Delivered,124.75
O0000354,C06533,2025-07-17 19:38:59,UAE,Dubai,Delivered,463.26
O0000355,C06550,2025-02-16 10:59:46,UK,Manchester,Shipped,37.57
O0000356,C00116,2025-04-17 04:22:32,France,Marseille,Delivered,167.93
