order_id,customer_id,order_timestamp,order_amount,device_id,ip_address,payment_attempts,payment_failed,country_mismatch,is_fraud,fraud_reason
O0000046,C02898,2025-11-18 01:16:57,138.05,D002801,IP004667,1,0,0,0,Normal
O0000047,C06554,2025-01-11 02:38:43,644.5,D000224,IP002940,1,0,0,0,Normal
O0000048,C00566,2025-04-21 01:37:54,39.21,D001293,IP000280,1,0,0,0,Normal
O0000049,C02211,2026-08-21 22:39:24,408.84,D002812,IP000632,1,0,0,0,Normal
O0000050,C04853,2025-05-05 00:01:17,96.78,D005447,IP006744,1,0,0,0,Normal
O0000051,C01637,2026-04-10 05:51:01,21.79,D002705,IP000719,1,0,0,0,Normal
O0000052,C05405,2025-10-07 12:28:43,64.02,D007290,IP005119,1,0,0,0,Normal
O0000053,C01101,2025-08-18 02:52:38,17.04,D006759,IP003811,1,0,0,0,Normal
O0000054,C00181,2025-12-22 00:10:45,61.55,D002161,IP000147,1,0,0,0,Normal
O0000055,C06929,2026-04-06 11:51:45,523.74,D002680,IP000666,1,0,0,0,Normal
O0000056,C02667,2025-03-31 08:26:47,58.91,D005700,IP000527,1,0,0,0,Normal
O0000057,C01267,2025-12-27 18:47:07,495.74,D006352,IP006398,1,0,0,0,Normal
O0000058,C01388,2026-03-13 09:31:41,67.82,D008246,IP005220,1,0,0,0,Normal
O0000059,C07109,2026-04-30 14:40:35,171.12,D000770,IP000358,1,0,0,0,Normal
O0000060,C05268,2025-03-24 04:31:40,53.46,D002077,IP006604,1,0,0,0,Normal
O0000061,C07669,2025-03-24 09:13:16,38.02,D009329,IP002691,1,0,0,0,Normal
O0000062,C06429,2025-08-11 10:05:07,40.44,D004882,IP004274,1,0,0,0,Normal
O0000063,C06166,2025-03-31 04:49:15,84.15,D002455,IP002808,1,0,0,0,Normal
O0000064,C04034,2026-05-02 07:41:22,142.37,D002703,IP006284,1,0,0,0,Normal
O0000065,C06580,2025-08-28 05:58:28,74.42,D001988,IP006745,1,0,0,0,Normal
O0000066,C03300,2025-01-08 17:33:48,14.96,D007324,IP003761,1,0,0,0,Normal
O0000067,C06635,2026-05-25 21:52:00,20.06,D009644,IP001840,1,0,0,0,Normal
O0000068,C06077,2025-03-05 11:38:07,58.78,D009077,IP004802,1,0,0,0,Normal
O0000069,C05447,2026-01-04 06:30:22,52.4,D007224,IP003022,1,0,0,0,Normal
O0000070,C02638,2025-09-07 07:17:23,72.2,D008721,IP005172,1,0,0,0,Normal
O0000071,C05067,2026-06-22 06:08:01,275.52,D004042,IP000756,1,0,0,0,Normal
O0000072,C04088,2026-06-12 14:01:21,378.56,D001452,IP003079,1,0,0,0,Normal
O0000073,C03731,2025-03-01 04:45:12,57.96,D001165,IP006684,1,0,0,0,Normal
O0000074,C07921,2026-07-08 01:50:10,1347.53,D004978,IP006709,1,0,0,0,Normal
O0000075,C04069,2026-06-29 09:13:17,352.98,D003072,IP006155,1,0,0,0,Normal
O0000076,C00262,2025-11-21 08:24:53,36.02,D009747,IP004485,1,0,0,0,Normal
O0000077,C05037,2025-03-06 19:06:51,156.15,D007747,IP002802,1,0,0,0,Normal
O0000078,C05836,2026-04-01 09:39:48,465.59,D003712,IP006502,1,0,0,0,Normal
O0000079,C07105,2025-10-02 02:48:18,47.32,D000382,IP005237,1,0,0,0,Normal
O0000080,C05081,2025-06-03 12:13:16,79.42,D009265,IP006002,1,0,0,0,Normal
O0000081,C00155,2026-07-02 15:19:52,99.38,D004454,IP006769,1,0,0,0,Normal
O0000082,C00972,2026-05-09 09:43:46,133.06,D009060,IP001029,1,0,0,0,Normal
O0000083,C01298,2025-11-04 09:20:45,67.97,D006950,IP000747,1,0,0,0,Normal
O0000084,C01687,2025-05-09 21:21:14,12.89,D002374,IP002750,1,0,0,0,Normal
O0000085,C06427,2025-04-10 00:13:13,281.23,D005839,IP002635,1,0,0,0,Normal
O0000086,C02485,2026-02-02 05:06:10,30.74,D008736,IP004698,1,0,0,0,Normal
O0000087,C02506,2025-05-30 21:52:54,155.47,D005709,IP004392,3,0,0,0,Normal
O0000088,C06060,2025-10-19 01:48:55,132.25,D007530,IP004366,1,0,0,0,Normal
O0000089,C03297,2025-09-03 15:52:32,429.4,D005212,IP001211,1,0,0,0,Normal
O0000090,C00528,2025-04-22 11:40:45,12.27,D002427,IP006741,1,0,0,0,Normal
O0000091,C04713,2026-01-23 05:51:16,5.36,D007125,IP005189,1,1,0,0,Normal
O0000092,C01053,2025-06-29 19:53:09,376.74,D000378,IP000328,1,0,0,0,Normal
O0000093,C04597,2025-10-25 09:36:53,63.77,D003361,IP005864,1,0,0,0,Normal
O0000094,C06269,2025-12-18 23:02:50,104.93,D004709,IP003688,1,0,0,0,Normal
O0000095,C07447,2025-12-01 01:23:08,179.72,D000162,IP004206,1,0,0,0,Normal
O0000096,C00550,2026-04-24 15:15:04,65.08,D006178,IP002184,1,0,0,0,Normal
O0000097,C02438,2025-09-27 07:29:36,121.39,D000155,IP004008,1,0,0,0,Normal
O0000098,C05252,2025-01-14 12:49:50,252.92,D002325,IP001718,2,0,0,0,Normal
O0000099,C02531,2026-07-13 20:29:54,48.09,D003047,IP001268,1,0,0,0,Normal
O0000100,C03631,2026-08-20 10:12:31,18.96,D008505,IP004204,1,0,0,0,Normal
O0000101,C00158,2025-12-03 00:24:34,163.44,D007437,IP005433,1,0,0,0,Normal
O0000102,C05567,2026-03-27 11:40:46,252.59,D009549,IP003651,1,0,0,0,Normal
O0000103,C07088,2025-10-03 03:06:12,126.78,D002962,IP003813,1,0,0,0,Normal
O0000104,C07824,2025-01-30 13:33:04,71.06,D006295,IP004988,1,0,0,0,Normal
O0000105,C06659,2026-07-20 18:21:28,123.84,D002123,IP002377,1,0,0,1,Normal
O0000106,C00261,2025-06-11 15:50:56,3127.1,FRAUDDEV006,FRAUDIP006,3,1,1,1,High Value Transaction
O0000107,C05246,2025-05-04 22:52:45,32.36,D009105,IP000885,1,0,0,0,Normal
O0000108,C04005,2025-04-06 21:14:25,337.17,D000300,IP006067,1,0,0,0,Normal
O0000109,C07523,2025-07-20 11:52:42,400.11,D009109,IP001685,1,0,0,0,Normal
O0000110,C07243,2026-05-05 20:21:17,35.24,D009957,IP006617,1,0,0,0,Normal
O0000111,C07907,2025-12-19 08:23:24,265.73,D002784,IP003881,1,0,0,0,Normal
O0000112,C06917,2025-04-29 11:22:57,21.49,D005011,IP006983,1,0,0,0,Normal
O0000113,C04409,2026-08-31 18:57:14,90.28,D000984,IP006928,1,0,0,0,Normal
O0000114,C05734,2025-02-25 20:49:32,57.18,D002446,IP000054,1,0,0,0,Normal
O0000115,C07739,2026-04-30 03:41:18,14.25,D005075,IP004521,1,0,0,0,Normal
O0000116,C04654,2026-05-21 15:10:15,127.95,D004090,IP006156,2,0,0,0,Normal
O0000117,C06742,2026-05-27 05:01:06,99.35,D009915,IP004714,1,0,0,0,Normal
O0000118,C07556,2025-12-10 15:30:24,44.43,D009131,IP001288,1,0,0,0,Normal
O0000119,C04590,2026-03-25 06:26:19,122.78,D004614,IP000100,1,0,0,0,Normal
O0000120,C01282,2025-03-22 09:05:35,157.87,D005092,IP006914,1,0,0,0,Normal
O0000121,C01254,2026-01-01 13:27:03,104.62,D005466,IP003315,1,0,0,0,Normal
O0000122,C00932,2025-07-27 00:41:24,26.28,D002038,IP004765,2,0,0,0,Normal
O0000123,C03849,2025-09-29 11:42:22,40.67,D001550,IP004387,1,0,0,0,Normal
O0000124,C03879,2025-02-17 22:45:58,122.43,D000984,IP003905,1,0,0,0,Normal
O0000125,C04966,2025-05-13 16:45:53,574.64,D001419,IP004196,1,0,0,0,Normal
O0000126,C03905,2026-03-06 14:59:36,83.25,D002357,IP002867,1,0,0,0,Normal
O0000127,C07799,2026-04-17 04:30:59,227.69,D007736,IP000066,2,0,0,0,Normal
O0000128,C02341,2025-10-22 04:45:24,456.82,D005505,IP004847,1,0,0,0,Normal
O0000129,C07012,2025-10-25 18:32:20,9.74,D007029,IP006898,1,0,0,0,Normal
O0000130,C00811,2025-12-04 00:11:38,5.07,D004792,IP004044,1,0,0,0,Normal
O0000131,C04845,2025-03-10 11:05:10,24.72,D006579,IP001087,1,0,0,0,Normal
O0000132,C05213,2025-10-18 02:00:33,194.62,D001800,IP004260,3,0,0,0,Normal
O0000133,C06207,2026-03-29 20:57:56,109.21,D009272,IP005549,1,0,0,0,Normal
O0000134,C04056,2025-04-20 13:45:21,91.03,D004391,IP003211,1,0,0,0,Normal
O0000135,C01579,2026-08-03 11:05:04,342.13,D005476,IP004315,2,0,0,0,Normal
O0000136,C02957,2026-05-18 02:05:03,219.23,D002736,IP000482,1,0,0,0,Normal
O0000137,C02184,2025-12-19 05:30:55,84.68,D005445,IP005126,1,0,0,0,Normal
O0000138,C03356,2025-06-22 21:53:59,780.5,D006213,IP005123,2,0,0,0,Normal
O0000139,C04272,2025-08-14 20:15:39,82.66,D000982,IP004493,1,0,0,0,Normal
O0000140,C05025,2025-03-14 02:28:12,33.9,D001186,IP006683,1,0,0,0,Normal
O0000141,C06786,2025-07-26 00:02:14,73.04,D002665,IP006401,1,0,0,0,Normal
O0000142,C07301,2025-11-01 05:21:28,85.23,D008965,IP001705,1,0,0,0,Normal
O0000143,C03740,2025-06-27 02:06:53,215.06,D008957,IP003288,1,0,0,0,Normal
O0000144,C00716,2025-07-05 19:11:46,119.46,D000450,IP004381,1,0,0,0,Normal
O0000145,C06402,2026-05-28 18:34:16,17.2,D008916,IP002634,1,0,0,0,Normal
O0000146,C03857,2026-04-03 22:49:29,49.09,D007868,IP004358,1,1,0,0,Normal
O0000147,C04407,2025-11-21 17:48:03,60.35,D001309,IP000424,1,0,0,0,Normal
O0000148,C04803,2026-07-25 15:00:35,573.65,D001886,IP000876,1,0,0,0,Normal
O0000149,C05377,2025-06-19 12:09:52,60.21,D008954,IP004324,1,0,0,0,Normal
O0000150,C07147,2025-07-28 03:49:25,63.14,D000125,IP003708,1,0,0,0,Normal
O0000151,C07639,2025-05-21 18:25:51,125.65,D008025,IP005051,1,0,0,0,Normal
O0000152,C07536,2026-01-07 21:43:35,851.71,D008613,IP003118,1,0,0,0,Normal
O0000153,C06492,2025-03-20 13:13:31,243.57,D004316,IP004438,1,0,0,0,Normal
O0000154,C07139,2025-02-19 05:39:14,29.4,D001682,IP006707,1,0,0,0,Normal
O0000155,C00411,2025-01-23 00:24:26,80.46,D006845,IP001618,1,0,0,1,Normal
O0000156,C06816,2025-12-17 03:01:37,122.07,D007396,IP004046,1,0,0,0,Normal
O0000157,C00591,2025-03-20 19:35:03,264.96,D003142,IP000633,2,0,0,0,Normal
O0000158,C05985,2025-05-23 23:58:59,23.97,D001580,IP006130,1,0,0,0,Normal
O0000159,C01359,2025-01-28 20:48:10,77.4,D001117,IP003306,1,0,0,0,Normal
O0000160,C02883,2025-12-28 01:13:02,150.64,D006320,IP004703,1,1,0,0,Normal
O0000161,C01484,2025-09-25 04:46:11,70.96,D005079,IP004001,1,0,0,0,Normal
O0000162,C03568,2025-05-06 08:13:44,319.2,D000270,IP001377,1,1,0,0,Normal
O0000163,C03291,2025-10-15 14:26:01,42.47,D004462,IP004326,1,0,0,0,Normal
O0000164,C00396,2025-12-23 04:43:00,146.38,D001633,IP006425,2,1,0,0,Normal
O0000165,C06659,2026-07-23 09:16:34,29.37,D002123,IP002377,1,0,0,1,Normal
O0000166,C06853,2025-10-14 04:41:28,77.74,D004094,IP000660,1,0,0,0,Normal
O0000167,C06332,2025-10-23 15:42:45,87.36,D007167,IP002704,2,0,0,0,Normal
O0000168,C06804,2025-11-05 09:09:00,8.1,D003018,IP004758,1,0,0,0,Normal
O0000169,C06027,2026-07-02 17:57:04,315.93,D002991,IP005435,3,0,0,0,Normal
O0000170,C07519,2025-11-29 00:48:31,20.15,D006581,IP002062,1,0,0,0,Normal
O0000171,C04639,2025-04-25 19:36:14,120.0,D004866,IP005587,1,0,0,0,Normal
O0000172,C04688,2026-01-13 05:15:01,29.06,D002018,IP001588,1,0,0,0,Normal
O0000173,C06898,2026-02-24 04:43:19,65.8,D005846,IP002736,1,0,0,0,Normal
O0000174,C02800,2025-04-28 23:48:11,193.14,D004880,IP000961,1,0,0,0,Normal
O0000175,C00414,2026-04-12 13:08:11,23.01,D000321,IP004797,1,0,0,0,Normal
O0000176,C06017,2026-07-17 10:41:43,10.45,D000509,IP002868,1,0,0,0,Normal
O0000177,C02038,2026-04-10 19:22:51,185.17,D002641,IP001292,2,0,0,0,Normal
O0000178,C03831,2026-07-07 01:50:18,49.28,D004762,IP004823,2,0,0,0,Normal
O0000179,C01919,2025-11-05 17:22:41,50.19,D009324,IP001796,1,0,0,0,Normal
O0000180,C06635,2025-08-28 18:38:13,119.2,D009644,IP001840,1,0,0,0,Normal
O0000181,C07687,2025-11-11 05:56:53,669.82,D006789,IP003437,1,0,0,0,Normal
O0000182,C00455,2025-12-28 05:43:32,60.68,D007891,IP004306,1,0,0,0,Normal
O0000183,C01868,2025-03-19 13:19:27,215.32,D000020,IP004715,1,0,0,0,Normal
O0000184,C01528,2026-08-14 23:38:02,149.6,D005047,IP001191,1,0,0,0,Normal
O0000185,C05410,2026-03-09 04:42:44,19.49,D004226,IP002452,1,0,0,0,Normal
O0000186,C03434,2025-07-07 15:52:05,231.89,D005941,IP002771,1,0,0,0,Normal
O0000187,C03680,2025-01-03 00:04:54,113.55,D004998,IP006063,1,0,0,0,Normal
O0000188,C01269,2025-10-22 20:43:06,12.53,D005126,IP003810,1,1,0,0,Normal
O0000189,C03319,2026-02-26 07:10:34,225.48,D003720,IP005367,1,0,0,0,Normal
O0000190,C02431,2025-06-17 07:02:23,354.83,D001193,IP000474,1,0,0,0,Normal
O0000191,C04909,2025-01-24 09:15:05,296.72,D008127,IP006648,1,0,0,0,Normal
O0000192,C01735,2025-11-16 22:39:00,94.9,D005477,IP002370,1,0,0,0,Normal
O0000193,C04942,2025-01-28 05:48:40,72.67,D008485,IP002571,1,0,0,0,Normal
O0000194,C03025,2026-08-22 11:00:41,14.75,D006333,IP002014,1,0,0,0,Normal
O0000195,C02772,2026-01-27 06:21:12,213.94,D004838,IP003758,1,0,0,0,Normal
O0000196,C02452,2026-08-08 14:16:30,187.63,D007592,IP000858,1,0,0,0,Normal
O0000197,C05416,2026-06-08 13:37:31,6.99,D002437,IP004712,1,0,0,0,Normal
O0000198,C04523,2026-04-12 14:10:33,335.4,D008683,IP006906,1,0,0,0,Normal
O0000199,C06834,2026-04-29 15:51:25,52.88,D003166,IP006870,1,1,0,0,Normal
O0000200,C01926,2026-08-23 01:25:53,145.36,D000527,IP002969,1,0,0,0,Normal
O0000201,C00326,2026-08-21 05:21:29,958.66,D004774,IP004346,1,0,0,0,Normal
O0000202,C01469,2025-10-11 03:11:13,138.68,D007670,IP004312,1,0,0,0,Normal
O0000203,C02751,2025-08-20 15:17:47,61.53,D001362,IP001184,2,0,0,0,Normal
O0000204,C01448,2025-08-08 12:04:48,32.44,D005000,IP006729,2,0,0,0,Normal
O0000205,C00679,2026-02-08 05:34:22,60.23,D007039,IP000145,1,0,0,0,Normal
O0000206,C03584,2026-02-11 23:49:34,41.93,D002513,IP005230,1,0,0,0,Normal
O0000207,C05437,2025-01-27 21:44:30,48.7,D007800,IP006410,1,0,0,0,Normal
O0000208,C06030,2026-07-28 00:11:27,307.86,D002209,IP002006,1,0,0,0,Normal
O0000209,C03198,2026-04-30 11:45:24,83.36,D001129,IP002947,1,0,0,0,Normal
O0000210,C03866,2025-08-15 17:57:22,79.3,D000909,IP000314,1,1,0,0,Normal
O0000211,C06059,2025-06-23 06:05:26,82.43,D004468,IP001318,1,0,0,0,Normal
O0000212,C02826,2025-10-02 16:53:13,461.9,D004488,IP000646,1,0,0,0,Normal
O0000213,C06310,2025-03-30 13:11:36,428.43,D006317,IP000862,1,0,0,0,Normal
O0000214,C07754,2025-05-08 13:24:41,18.41,D001964,IP001647,1,0,0,0,Normal
O0000215,C07064,2026-08-17 06:43:03,59.16,D001348,IP002691,1,0,0,0,Normal
O0000216,C03654,2026-05-23 05:13:51,123.4,D005165,IP003791,1,0,0,0,Normal
O0000217,C04665,2025-06-14 07:01:18,15.19,D005627,IP005078,1,0,0,0,Normal
O0000218,C05749,2025-07-27 14:39:24,29.23,D007595,IP005256,1,0,0,0,Normal
O0000219,C02800,2026-08-17 17:30:40,109.71,D004880,IP000961,1,0,0,0,Normal
O0000220,C06421,2026-07-11 01:25:18,264.25,D001182,IP003011,2,1,0,0,Normal
O0000221,C03509,2025-09-08 04:51:54,16.75,D002344,IP000668,1,0,0,0,Normal
O0000222,C06798,2025-10-05 11:03:53,74.18,D009008,IP006666,1,0,0,0,Normal
O0000223,C02040,2025-03-18 06:52:14,73.87,D004879,IP006625,1,0,0,0,Normal
O0000224,C00094,2026-07-09 14:38:57,137.25,D001470,IP006842,1,0,0,0,Normal
O0000225,C05081,2026-07-21 14:44:40,425.81,D009265,IP006002,1,0,0,0,Normal
O0000226,C03640,2025-07-17 20:21:45,164.57,D004617,IP005696,1,0,0,0,Normal
O0000227,C00496,2026-08-30 04:45:26,255.68,D000898,IP003736,2,0,0,0,Normal
O0000228,C03939,2025-02-03 18:05:27,264.11,D002894,IP005390,1,0,0,0,Normal
O0000229,C01352,2025-12-30 10:41:31,36.67,D006024,IP003419,1,0,0,0,Normal
O0000230,C05061,2026-01-01 23:37:48,158.78,D002240,IP002900,1,0,0,0,Normal
O0000231,C03582,2026-07-25 06:20:15,276.12,D009108,IP002272,1,0,0,0,Normal
O0000232,C01374,2026-04-11 03:18:23,40.94,D000085,IP005582,1,0,0,0,Normal
O0000233,C03293,2025-09-11 13:29:50,58.54,D003595,IP003712,1,0,0,0,Normal
O0000234,C01863,2025-07-30 13:58:19,213.72,D009755,IP002636,1,0,0,0,Normal
O0000235,C05257,2025-07-03 11:33:59,43.26,D001953,IP005863,1,0,0,0,Normal
O0000236,C02374,2025-02-24 06:51:30,37.51,D002161,IP003964,1,0,0,0,Normal
O0000237,C06593,2025-03-21 14:54:19,265.31,D005356,IP005443,1,0,0,0,Normal
O0000238,C00117,2025-07-31 15:56:40,85.66,D005588,IP003167,1,0,0,0,Normal
O0000239,C03230,2025-07-25 16:59:56,7.75,D009793,IP001888,1,0,0,0,Normal
O0000240,C04963,2025-10-25 06:28:49,266.94,D009795,IP000939,1,0,0,0,Normal
O0000241,C00180,2025-06-01 02:19:25,130.98,D008081,IP004900,1,0,0,0,Normal
O0000242,C01721,2025-07-24 07:09:49,16.6,D007400,IP004682,1,0,0,0,Normal
O0000243,C02622,2025-02-11 23:41:00,239.37,D007546,IP002334,1,0,0,0,Normal
O0000244,C00174,2026-08-17 10:35:55,141.59,D003740,IP002705,1,0,0,0,Normal
O0000245,C04408,2025-12-11 21:01:08,376.84,D003720,IP006335,1,0,0,0,Normal
O0000246,C05069,2025-04-06 05:03:50,85.12,D005573,IP003589,1,0,0,1,Normal
O0000247,C01818,2025-10-16 23:34:06,46.22,D008723,IP000586,1,0,0,0,Normal
O0000248,C04383,2026-05-01 18:02:42,111.02,D002017,IP001988,1,0,0,0,Normal
O0000249,C07994,2025-10-19 21:27:43,24.28,D007532,IP006124,1,0,0,0,Normal
O0000250,C07118,2025-08-25 08:54:25,211.86,D003684,IP005320,1,1,0,0,Normal
O0000251,C00487,2025-12-27 07:06:41,58.01,D000210,IP006193,1,1,0,0,Normal
O0000252,C01036,2025-05-10 17:40:09,191.27,D001928,IP004555,1,0,0,0,Normal
O0000253,C03995,2025-11-06 10:23:43,150.7,D004892,IP006886,1,0,0,0,Normal
O0000254,C01957,2026-06-09 14:38:25,246.75,D002729,IP004672,1,0,0,0,Normal
O0000255,C00661,2025-01-10 01:31:06,380.18,D009072,IP005971,1,0,0,0,Normal
O0000256,C02038,2026-05-13 03:35:53,339.26,D002641,IP001292,2,0,0,0,Normal
O0000257,C00508,2025-03-09 15:45:46,436.7,D000424,IP001399,2,0,0,0,Normal
O0000258,C04271,2026-02-17 08:40:53,461.35,D001177,IP004298,1,0,0,0,Normal
O0000259,C03959,2026-05-15 15:29:06,256.32,D003779,IP005506,1,0,0,0,Normal
O0000260,C00048,2026-08-30 12:42:49,254.75,D000863,IP001489,1,0,0,0,Normal
O0000261,C03902,2025-12-15 06:21:31,44.08,D003673,IP005880,1,0,0,0,Normal
O0000262,C04187,2026-08-09 07:30:40,56.16,D003224,IP000613,1,0,0,0,Normal
O0000263,C04870,2025-07-10 08:54:24,35.09,D006370,IP005438,1,0,0,0,Normal
O0000264,C07775,2025-01-01 15:44:32,4424.76,FRAUDDEV013,FRAUDIP013,4,0,1,1,High Value Transaction
O0000265,C07870,2025-08-19 17:58:38,153.92,D008394,IP003683,1,0,0,0,Normal
O0000266,C04246,2026-05-30 19:46:17,116.8,D001318,IP006041,1,0,0,0,Normal
O0000267,C06787,2025-01-12 22:11:41,207.64,D009247,IP006402,1,0,0,0,Normal
O0000268,C00690,2025-01-26 11:51:40,169.06,D004336,IP001246,1,0,0,0,Normal
O0000269,C04283,2026-08-27 00:20:10,292.5,D007218,IP001383,1,0,0,0,Normal
O0000270,C05449,2026-02-07 02:43:37,129.93,D001388,IP005106,1,0,0,0,Normal
O0000271,C04539,2026-05-19 01:42:48,80.35,D002349,IP000820,1,0,0,0,Normal
O0000272,C01848,2025-10-11 00:59:12,42.91,D008670,IP006289,1,0,0,0,Normal
O0000273,C00518,2026-07-03 23:53:50,33.23,D002113,IP001560,1,0,0,0,Normal
O0000274,C03098,2026-07-19 20:53:07,285.82,D006364,IP003434,1,0,0,1,Normal
O0000275,C05206,2026-03-20 10:00:20,29.1,D009345,IP002628,1,0,0,0,Normal
O0000276,C07929,2025-09-05 03:45:57,237.05,D004714,IP000252,1,0,0,0,Normal
O0000277,C01891,2025-12-09 13:16:41,39.77,D009269,IP004103,1,0,0,0,Normal
O0000278,C07363,2026-05-09 12:26:20,476.44,D003642,IP004630,1,0,0,0,Normal
O0000279,C00559,2026-04-15 00:10:20,23.78,D005652,IP001781,1,0,0,0,Normal
O0000280,C07459,2026-07-03 16:19:28,27.78,D007715,IP005145,1,0,0,0,Normal
O0000281,C06676,2025-06-24 10:50:05,31.08,D005207,IP002258,2,0,0,0,Normal
O0000282,C00166,2026-04-15 04:49:54,196.74,D005948,IP003430,1,0,0,0,Normal
O0000283,C02395,2025-12-09 04:30:57,106.45,D006601,IP006572,1,0,0,0,Normal
O0000284,C00422,2026-06-30 10:34:51,84.66,D004705,IP004863,1,0,0,0,Normal
O0000285,C07963,2025-12-05 14:00:03,118.4,D009174,IP001211,1,0,0,0,Normal
O0000286,C03429,2026-02-09 20:05:32,209.57,D000674,IP000501,1,0,0,0,Normal
O0000287,C05333,2026-05-09 20:51:40,25.76,D001893,IP005540,1,0,0,0,Normal
O0000288,C01871,2025-11-14 09:17:56,20.1,D007537,IP005313,1,0,0,0,Normal
O0000289,C07483,2026-03-22 17:03:52,45.97,D006971,IP000632,1,0,0,0,Normal
O0000290,C02202,2025-01-25 15:34:52,84.2,D008884,IP002635,1,0,0,0,Normal
O0000291,C02089,2025-11-01 16:03:55,201.92,D002530,IP004522,1,0,0,0,Normal
O0000292,C02523,2026-06-14 01:07:04,506.02,D001462,IP002667,1,1,0,0,Normal
O0000293,C03740,2025-02-06 15:52:10,146.72,D008957,IP003288,1,1,0,0,Normal
O0000294,C00148,2025-01-27 18:19:03,87.52,D003779,IP005952,1,0,0,0,Normal
