product_id,product_name,category,brand,unit_price,product_rating
P00104,Pulse Max 0104,Home & Kitchen,Nova,91.65,4.9
P00105,Nexa Plus 0105,Books,Orion,34.6,5.0
P00106,Nexa Plus 0106,Home & Kitchen,Prime,42.19,4.2
P00107,Nexa Classic 0107,Fashion,Prime,10.41,4.5
P00108,Nova Essential 0108,Toys,Prime,30.28,4.3
P00109,Zenith Essential 0109,Beauty,Nexa,44.9,2.8
P00110,Zenith Max 0110,Electronics,Vertex,44.92,4.8
P00111,Orion Max 0111,Accessories,Apex,17.7,4.4
P00112,Pulse Max 0112,Books,Prime,13.01,4.4
P00113,Nova Essential 0113,Accessories,Core,89.58,3.8
P00114,Prime Classic 0114,Fashion,Nova,77.79,3.7
P00115,Apex Series 0115,Sports,Vertex,28.4,4.1
P00116,Prime Max 0116,Accessories,Nova,88.64,4.4
P00117,Zenith Pro 0117,Books,Zenith,81.52,3.0
P00118,Apex Series 0118,Home & Kitchen,Zenith,7.73,4.2
P00119,Zenith Max 0119,Electronics,Vertex,31.88,5.0
P00120,Urban Classic 0120,Accessories,Apex,116.76,4.0
P00121,Pulse Series 0121,Electronics,Core,8.37,3.0
P00122,Nexa Series 0122,Sports,Zenith,9.48,4.0
P00123,Nexa Classic 0123,Electronics,Orion,61.52,4.3
P00124,Pulse Max 0124,Sports,Vertex,112.0,4.3
P00125,Nexa Pro 0125,Sports,Vertex,27.21,4.2
P00126,Nexa Essential 0126,Toys,Urban,22.94,5.0
P00127,Zenith Plus 0127,Toys,Core,7.58,4.2
P00128,Pulse Classic 0128,Office,Urban,26.76,4.2
P00129,Zenith Classic 0129,Electronics,Vertex,9.31,3.8
P00130,Orion Plus 0130,Accessories,Apex,25.44,4.6
P00131,Orion Essential 0131,Electronics,Vertex,113.87,5.0
P00132,Nova Classic 0132,Sports,Prime,10.92,3.8
P00133,Nova Pro 0133,Toys,Urban,27.89,4.0
P00134,Orion Plus 0134,Grocery,Vertex,75.96,2.8
P00135,Core Essential 0135,Home & Kitchen,Apex,17.4,3.6
P00136,Orion Max 0136,Electronics,Nova,50.52,5.0
P00137,Urban Max 0137,Beauty,Nova,72.57,3.9
P00138,Orion Plus 0138,Beauty,Orion,37.56,4.2
P00139,Zenith Plus 0139,Office,Apex,38.26,3.7
P00140,Nova Series 0140,Books,Vertex,13.03,4.3
P00141,Vertex Pro 0141,Electronics,Nova,24.43,4.0
P00142,Vertex Series 0142,Electronics,Zenith,40.5,4.3
P00143,Apex Classic 0143,Fashion,Vertex,6.32,4.2
P00144,Urban Series 0144,Sports,Prime,4.63,4.9
P00145,Urban Plus 0145,Books,Zenith,30.49,4.2
P00146,Urban Plus 0146,Sports,Urban,49.22,3.6
P00147,Prime Essential 0147,Sports,Core,37.89,3.8
P00148,Nexa Plus 0148,Accessories,Nova,8.14,3.1
P00149,Nova Max 0149,Home & Kitchen,Vertex,94.49,4.2
P00150,Zenith Classic 0150,Electronics,Pulse,38.42,4.1
P00151,Nexa Max 0151,Books,Orion,83.85,4.9
P00152,Apex Essential 0152,Accessories,Nexa,19.7,3.5
P00153,Pulse Classic 0153,Toys,Nova,44.43,3.7
P00154,Nova Plus 0154,Grocery,Nova,55.91,3.7
P00155,Zenith Classic 0155,Sports,Apex,86.44,4.0
P00156,Zenith Plus 0156,Office,Orion,80.1,3.4
P00157,Core Essential 0157,Beauty,Pulse,17.04,3.9
P00158,Pulse Essential 0158,Books,Prime,31.54,4.1
P00159,Vertex Plus 0159,Fashion,Orion,21.86,4.1
P00160,Pulse Classic 0160,Electronics,Prime,39.81,4.8
P00161,Orion Pro 0161,Beauty,Pulse,9.6,4.1
P00162,Core Plus 0162,Accessories,Vertex,8.37,4.1
P00163,Orion Max 0163,Beauty,Urban,299.59,4.7
P00164,Vertex Max 0164,Electronics,Nexa,199.77,4.1
P00165,Urban Classic 0165,Beauty,Core,99.95,3.4
P00166,Vertex Plus 0166,Toys,Pulse,54.12,3.5
P00167,Apex Essential 0167,Fashion,Orion,70.33,3.5
P00168,Apex Classic 0168,Office,Prime,70.51,3.4
P00169,Zenith Pro 0169,Books,Urban,155.18,5.0
P00170,Core Series 0170,Electronics,Vertex,22.47,3.5
P00171,Urban Series 0171,Beauty,Vertex,17.7,4.1
P00172,Core Essential 0172,Fashion,Nova,34.52,4.1
P00173,Core Plus 0173,Electronics,Nexa,59.82,4.0
P00174,Apex Essential 0174,Fashion,Core,27.83,3.7
P00175,Core Classic 0175,Beauty,Pulse,21.28,4.4
P00176,Pulse Max 0176,Sports,Zenith,127.59,3.3
P00177,Vertex Plus 0177,Books,Orion,16.48,3.5
P00178,Urban Series 0178,Home & Kitchen,Prime,131.25,4.7
P00179,Apex Classic 0179,Home & Kitchen,Vertex,83.28,3.5
P00180,Apex Max 0180,Books,Urban,195.61,4.8
P00181,Nexa Plus 0181,Sports,Zenith,249.67,4.9
P00182,Vertex Max 0182,Electronics,Urban,48.84,4.9
P00183,Zenith Plus 0183,Fashion,Core,227.23,4.6
P00184,Core Classic 0184,Sports,Nova,55.15,3.3
P00185,Pulse Series 0185,Home & Kitchen,Orion,49.99,3.3
P00186,Nexa Pro 0186,Electronics,Vertex,41.67,3.5
P00187,Nova Series 0187,Accessories,Pulse,23.67,3.6
P00188,Nexa Pro 0188,Sports,Nova,69.34,3.4
P00189,Core Max 0189,Home & Kitchen,Nexa,98.58,3.7
P00190,Vertex Series 0190,Office,Orion,9.94,4.5
P00191,Pulse Plus 0191,Beauty,Urban,350.45,4.5
P00192,Nexa Classic 0192,Fashion,Pulse,151.02,4.3
P00193,Zenith Classic 0193,Toys,Apex,20.73,4.0
P00194,Nova Classic 0194,Electronics,Apex,58.06,4.1
P00195,Vertex Plus 0195,Office,Apex,33.67,4.3
P00196,Pulse Pro 0196,Beauty,Zenith,47.22,3.8
P00197,Vertex Pro 0197,Toys,Zenith,30.97,4.6
P00198,Apex Max 0198,Office,Core,56.05,3.4
P00199,Zenith Plus 0199,Sports,Zenith,13.37,3.7
P00200,Urban Series 0200,Beauty,Core,251.24,3.6
P00201,Vertex Max 0201,Beauty,Urban,14.32,4.4
P00202,Apex Plus 0202,Home & Kitchen,Pulse,57.54,3.4
P00203,Prime Plus 0203,Grocery,Nova,19.0,3.6
P00204,Core Pro 0204,Beauty,Urban,30.41,4.3
P00205,Zenith Pro 0205,Home & Kitchen,Zenith,53.01,3.6
P00206,Urban Pro 0206,Accessories,Vertex,38.22,4.6
P00207,Vertex Essential 0207,Office,Core,39.32,4.5
P00208,Vertex Plus 0208,Toys,Core,25.13,3.8
P00209,Pulse Max 0209,Fashion,Nexa,18.78,4.2
P00210,Nexa Max 0210,Toys,Nexa,63.57,5.0
P00211,Zenith Series 0211,Electronics,Prime,16.22,4.6
P00212,Nova Pro 0212,Electronics,Prime,19.51,4.4
P00213,Prime Plus 0213,Beauty,Nexa,19.71,5.0
P00214,Prime Essential 0214,Beauty,Core,25.97,3.6
P00215,Apex Plus 0215,Beauty,Pulse,9.75,4.8
P00216,Nexa Pro 0216,Accessories,Nova,9.88,4.3
P00217,Nova Series 0217,Books,Orion,57.06,4.9
P00218,Pulse Essential 0218,Fashion,Zenith,57.65,3.8
P00219,Nova Essential 0219,Books,Pulse,46.29,4.9
P00220,Orion Classic 0220,Home & Kitchen,Urban,120.67,3.1
P00221,Apex Essential 0221,Home & Kitchen,Nova,15.82,3.9
P00222,Zenith Plus 0222,Toys,Vertex,7.41,4.2
P00223,Urban Max 0223,Fashion,Nova,70.96,4.5
P00224,Prime Pro 0224,Toys,Urban,7.26,2.9
P00225,Urban Classic 0225,Fashion,Prime,30.94,3.4
P00226,Nexa Essential 0226,Home & Kitchen,Vertex,44.96,3.5
P00227,Nexa Series 0227,Beauty,Orion,223.65,3.6
P00228,Core Classic 0228,Beauty,Pulse,21.4,3.7
P00229,Apex Max 0229,Fashion,Nexa,22.86,4.2
P00230,Urban Pro 0230,Accessories,Vertex,63.45,4.9
P00231,Core Essential 0231,Books,Nova,60.17,3.9
P00232,Orion Plus 0232,Sports,Apex,25.69,5.0
P00233,Core Series 0233,Books,Apex,41.35,4.1
P00234,Zenith Series 0234,Grocery,Nexa,18.03,4.0
P00235,Vertex Max 0235,Sports,Orion,52.32,4.7
P00236,Vertex Pro 0236,Beauty,Apex,8.34,4.0
P00237,Urban Pro 0237,Toys,Core,479.33,3.7
P00238,Vertex Plus 0238,Sports,Core,66.97,4.8
P00239,Pulse Max 0239,Beauty,Apex,12.99,4.1
P00240,Apex Classic 0240,Sports,Pulse,27.5,5.0
P00241,Nova Max 0241,Beauty,Nova,13.57,3.9
P00242,Nexa Plus 0242,Grocery,Apex,16.75,3.4
P00243,Urban Plus 0243,Grocery,Nova,42.34,3.7
P00244,Nexa Max 0244,Electronics,Zenith,122.46,3.7
P00245,Pulse Series 0245,Fashion,Zenith,31.95,4.0
P00246,Vertex Plus 0246,Beauty,Core,6.38,3.7
P00247,Prime Plus 0247,Home & Kitchen,Pulse,20.14,3.4
P00248,Pulse Series 0248,Sports,Zenith,21.37,3.9
P00249,Orion Plus 0249,Grocery,Nexa,37.92,4.2
P00250,Nova Series 0250,Home & Kitchen,Pulse,30.83,4.3
P00251,Core Essential 0251,Accessories,Pulse,4.83,4.1
P00252,Nova Series 0252,Toys,Prime,15.22,4.9
P00253,Vertex Plus 0253,Books,Core,12.92,4.1
P00254,Nexa Max 0254,Grocery,Vertex,78.5,2.9
P00255,Apex Series 0255,Home & Kitchen,Vertex,27.08,4.2
P00256,Orion Series 0256,Sports,Nova,5.79,4.1
P00257,Urban Classic 0257,Beauty,Orion,16.02,4.5
P00258,Vertex Max 0258,Grocery,Urban,100.74,3.5
P00259,Zenith Essential 0259,Electronics,Nexa,20.41,4.7
P00260,Zenith Plus 0260,Fashion,Nova,18.99,4.2
P00261,Apex Essential 0261,Office,Nova,30.03,4.2
P00262,Vertex Plus 0262,Grocery,Core,42.88,4.6
P00263,Vertex Pro 0263,Sports,Orion,30.78,4.7
P00264,Pulse Series 0264,Beauty,Nova,87.9,4.7
P00265,Orion Series 0265,Books,Prime,30.78,2.8
P00266,Zenith Essential 0266,Sports,Core,64.21,3.3
P00267,Apex Essential 0267,Fashion,Urban,41.78,3.9
P00268,Pulse Max 0268,Sports,Nexa,10.93,3.4
P00269,Zenith Plus 0269,Beauty,Apex,174.53,3.7
P00270,Zenith Essential 0270,Electronics,Orion,99.03,4.1
P00271,Prime Series 0271,Electronics,Urban,21.02,3.8
P00272,Apex Classic 0272,Toys,Pulse,31.67,4.1
P00273,Urban Plus 0273,Beauty,Orion,60.89,4.8
P00274,Zenith Classic 0274,Electronics,Pulse,41.16,5.0
P00275,Nexa Series 0275,Books,Pulse,38.54,4.3
P00276,Orion Max 0276,Electronics,Nova,55.17,4.8
P00277,Nova Essential 0277,Grocery,Zenith,48.11,3.9
P00278,Prime Series 0278,Accessories,Urban,48.31,3.8
P00279,Pulse Series 0279,Fashion,Pulse,38.0,4.1
P00280,Prime Essential 0280,Toys,Urban,62.2,3.9
P00281,Zenith Pro 0281,Sports,Vertex,42.27,4.5
P00282,Apex Plus 0282,Fashion,Urban,43.24,4.1
P00283,Core Essential 0283,Sports,Zenith,120.63,4.9
P00284,Urban Pro 0284,Office,Apex,51.7,4.2
P00285,Vertex Classic 0285,Toys,Nexa,47.13,3.7
P00286,Prime Classic 0286,Toys,Apex,15.73,3.8
P00287,Zenith Plus 0287,Accessories,Pulse,16.46,3.8
P00288,Pulse Max 0288,Grocery,Urban,97.8,4.5
P00289,Prime Plus 0289,Beauty,Prime,58.49,4.0
P00290,Prime Series 0290,Sports,Orion,79.93,4.2
P00291,Core Plus 0291,Sports,Zenith,41.81,4.3
P00292,Apex Pro 0292,Office,Core,50.05,4.4
P00293,Urban Max 0293,Home & Kitchen,Pulse,30.7,4.7
P00294,Orion Pro 0294,Toys,Prime,34.17,4.3
P00295,Zenith Max 0295,Toys,Zenith,24.05,3.6
P00296,Core Pro 0296,Accessories,Pulse,116.24,3.8
P00297,Nova Essential 0297,Accessories,Core,18.44,3.8
P00298,Nexa Series 0298,Beauty,Orion,46.16,3.7
P00299,Core Series 0299,Sports,Vertex,30.4,4.7
P00300,Vertex Essential 0300,Toys,Orion,82.43,4.0
P00301,Pulse Pro 0301,Office,Nexa,42.96,4.2
P00302,Apex Series 0302,Toys,Prime,53.02,4.3
P00303,Prime Essential 0303,Office,Urban,42.19,4.2
P00304,Zenith Classic 0304,Grocery,Apex,14.33,4.3
P00305,Zenith Classic 0305,Grocery,Zenith,57.44,5.0
P00306,Apex Pro 0306,Home & Kitchen,Prime,32.01,4.5
P00307,Urban Plus 0307,Accessories,Apex,17.64,3.6
P00308,Prime Classic 0308,Beauty,Vertex,9.83,4.3
P00309,Urban Essential 0309,Electronics,Zenith,16.77,4.2
P00310,Nexa Max 0310,Electronics,Urban,69.62,3.3
P00311,Pulse Series 0311,Sports,Zenith,170.89,2.8
P00312,Pulse Essential 0312,Toys,Urban,38.94,4.2
P00313,Vertex Series 0313,Sports,Prime,14.27,3.9
P00314,Vertex Pro 0314,Fashion,Apex,50.91,3.5
P00315,Apex Plus 0315,Toys,Zenith,92.3,3.8
P00316,Pulse Max 0316,Electronics,Orion,197.25,4.0
P00317,Prime Max 0317,Electronics,Zenith,109.19,3.8
P00318,Vertex Classic 0318,Home & Kitchen,Orion,42.83,4.2
P00319,Vertex Plus 0319,Electronics,Nova,58.73,4.2
P00320,Vertex Max 0320,Accessories,Apex,18.27,4.5
P00321,Prime Max 0321,Beauty,Nova,71.71,4.7
P00322,Prime Essential 0322,Toys,Zenith,81.12,4.5
P00323,Apex Plus 0323,Sports,Vertex,3.7,3.7
P00324,Vertex Classic 0324,Toys,Apex,39.8,4.2
P00325,Pulse Pro 0325,Toys,Nova,133.81,3.2
P00326,Orion Classic 0326,Electronics,Pulse,19.13,3.8
P00327,Pulse Essential 0327,Electronics,Vertex,5.17,2.7
P00328,Nova Max 0328,Fashion,Prime,34.14,3.9
P00329,Prime Plus 0329,Office,Nova,92.18,3.8
P00330,Zenith Series 0330,Home & Kitchen,Vertex,50.19,4.5
P00331,Vertex Series 0331,Toys,Prime,35.86,3.6
P00332,Zenith Series 0332,Fashion,Pulse,15.21,4.2
P00333,Zenith Series 0333,Toys,Nexa,13.03,3.9
P00334,Core Plus 0334,Accessories,Apex,41.26,3.9
P00335,Urban Essential 0335,Electronics,Nexa,33.2,3.7
P00336,Nexa Essential 0336,Fashion,Nova,75.38,4.3
P00337,Nova Plus 0337,Books,Zenith,52.03,4.0
P00338,Vertex Max 0338,Accessories,Zenith,17.93,3.6
P00339,Orion Classic 0339,Sports,Orion,44.07,4.2
P00340,Core Series 0340,Fashion,Vertex,37.97,4.3
P00341,Nova Essential 0341,Grocery,Nexa,7.83,4.9
P00342,Apex Classic 0342,Sports,Prime,24.0,3.8
P00343,Core Max 0343,Books,Nova,36.94,3.9
P00344,Apex Max 0344,Home & Kitchen,Urban,31.61,3.4
P00345,Orion Pro 0345,Beauty,Prime,46.5,3.9
P00346,Nexa Essential 0346,Electronics,Urban,37.56,3.5
P00347,Core Pro 0347,Beauty,Orion,47.56,4.7
P00348,Apex Pro 0348,Electronics,Zenith,40.67,4.4
P00349,Nexa Max 0349,Beauty,Apex,34.28,3.5
P00350,Orion Max 0350,Home & Kitchen,Apex,40.4,3.6
P00351,Prime Essential 0351,Books,Zenith,25.28,3.8
P00352,Orion Series 0352,Books,Orion,24.08,4.8
P00353,Nexa Max 0353,Grocery,Pulse,38.24,3.8
P00354,Prime Plus 0354,Accessories,Nexa,5.74,4.0
P00355,Urban Plus 0355,Grocery,Urban,25.07,4.9
P00356,Nova Pro 0356,Electronics,Urban,18.54,4.3
P00357,Pulse Plus 0357,Fashion,Nova,16.59,3.3
P00358,Orion Max 0358,Books,Zenith,26.35,3.1
P00359,Apex Plus 0359,Electronics,Vertex,10.48,4.2
P00360,Core Plus 0360,Grocery,Nexa,26.47,5.0
P00361,Nexa Plus 0361,Books,Orion,43.1,4.8
P00362,Zenith Pro 0362,Electronics,Zenith,90.08,4.3
P00363,Orion Series 0363,Office,Zenith,253.31,4.5
P00364,Pulse Pro 0364,Home & Kitchen,Pulse,6.75,4.6
P00365,Nexa Series 0365,Books,Vertex,15.1,3.2
P00366,Pulse Essential 0366,Office,Prime,26.46,4.2
P00367,Vertex Pro 0367,Grocery,Prime,39.64,4.8
P00368,Nova Pro 0368,Sports,Core,48.59,5.0
P00369,Prime Essential 0369,Electronics,Pulse,20.21,4.4
P00370,Pulse Plus 0370,Office,Prime,3.6,3.4
P00371,Prime Series 0371,Home & Kitchen,Pulse,88.81,4.4
P00372,Pulse Max 0372,Beauty,Urban,55.02,4.4
P00373,Urban Max 0373,Beauty,Apex,66.5,4.6
P00374,Nova Max 0374,Toys,Apex,28.85,4.3
P00375,Orion Series 0375,Home & Kitchen,Zenith,48.01,5.0
P00376,Nexa Max 0376,Toys,Apex,5.79,4.2
P00377,Pulse Max 0377,Toys,Nexa,13.36,4.1
P00378,Urban Series 0378,Toys,Prime,102.53,4.0
P00379,Prime Essential 0379,Fashion,Nexa,35.99,4.2
P00380,Orion Essential 0380,Books,Nova,188.24,4.3
P00381,Vertex Plus 0381,Books,Prime,14.56,4.2
P00382,Prime Pro 0382,Beauty,Vertex,348.03,4.5
P00383,Nexa Plus 0383,Electronics,Orion,395.91,3.0
P00384,Core Series 0384,Accessories,Core,19.59,4.0
P00385,Core Pro 0385,Home & Kitchen,Pulse,23.25,4.4
P00386,Core Essential 0386,Accessories,Zenith,108.0,4.3
P00387,Nexa Classic 0387,Grocery,Pulse,21.09,3.4
P00388,Prime Max 0388,Electronics,Orion,27.56,4.4
P00389,Urban Pro 0389,Toys,Orion,18.09,4.1
P00390,Pulse Series 0390,Office,Orion,18.54,4.5
P00391,Urban Plus 0391,Fashion,Prime,38.92,4.4
P00392,Nova Plus 0392,Office,Core,27.36,4.3
P00393,Urban Max 0393,Office,Vertex,5.34,4.1
P00394,Orion Classic 0394,Accessories,Orion,128.04,4.3
P00395,Urban Plus 0395,Sports,Zenith,147.64,4.3
P00396,Prime Essential 0396,Fashion,Prime,55.51,4.8
P00397,Urban Max 0397,Grocery,Vertex,39.19,5.0
P00398,Pulse Max 0398,Fashion,Orion,15.08,3.5
P00399,Apex Classic 0399,Toys,Nova,23.1,2.6
P00400,Nova Plus 0400,Toys,Zenith,93.28,3.8
P00401,Nova Series 0401,Toys,Nova,59.95,3.6
P00402,Core Max 0402,Electronics,Core,52.73,4.6
P00403,Orion Series 0403,Sports,Nexa,54.78,4.9
P00404,Core Pro 0404,Electronics,Core,91.07,4.5
P00405,Vertex Essential 0405,Toys,Nexa,79.57,3.9
P00406,Apex Plus 0406,Grocery,Nexa,65.09,4.5
P00407,Nova Series 0407,Toys,Vertex,25.58,4.8
P00408,Urban Classic 0408,Electronics,Urban,159.38,4.5
P00409,Core Max 0409,Fashion,Zenith,22.62,4.4
P00410,Urban Max 0410,Office,Vertex,16.01,4.0
P00411,Apex Pro 0411,Fashion,Apex,21.07,3.4
P00412,Vertex Max 0412,Toys,Nova,11.98,4.7
P00413,Urban Essential 0413,Beauty,Core,59.18,5.0
P00414,Vertex Pro 0414,Fashion,Orion,34.58,3.3
P00415,Zenith Max 0415,Books,Zenith,96.65,4.5
P00416,Apex Series 0416,Office,Prime,3.87,3.7
P00417,Prime Essential 0417,Books,Core,42.32,4.4
P00418,Apex Max 0418,Office,Urban,27.78,3.3
P00419,Zenith Series 0419,Sports,Core,25.64,4.5
P00420,Apex Series 0420,Books,Zenith,13.72,4.3
P00421,Core Pro 0421,Fashion,Nova,36.4,4.6
P00422,Orion Series 0422,Office,Urban,17.59,4.5
P00423,Urban Plus 0423,Sports,Prime,137.42,4.2
P00424,Nexa Pro 0424,Accessories,Vertex,61.54,4.5
P00425,Pulse Max 0425,Beauty,Apex,84.66,3.9
P00426,Zenith Max 0426,Home & Kitchen,Vertex,7.31,4.4
P00427,Apex Classic 0427,Sports,Core,77.67,3.8
P00428,Core Max 0428,Fashion,Prime,71.35,4.4
P00429,Urban Max 0429,Fashion,Nova,24.28,4.0
P00430,Orion Classic 0430,Beauty,Zenith,29.59,4.4
P00431,Prime Max 0431,Beauty,Core,14.45,3.9
P00432,Zenith Essential 0432,Sports,Orion,26.54,4.0
P00433,Nova Classic 0433,Toys,Urban,58.18,4.0
P00434,Orion Max 0434,Beauty,Urban,19.16,3.4
P00435,Vertex Series 0435,Toys,Prime,36.16,4.6
P00436,Prime Max 0436,Accessories,Pulse,345.99,4.1
P00437,Nexa Series 0437,Fashion,Pulse,14.5,3.4
P00438,Nexa Essential 0438,Sports,Core,47.19,3.8
P00439,Apex Max 0439,Beauty,Core,13.8,3.8
P00440,Zenith Essential 0440,Accessories,Core,9.19,4.3
P00441,Pulse Plus 0441,Sports,Core,71.86,4.0
P00442,Prime Pro 0442,Office,Pulse,24.27,4.6
P00443,Apex Pro 0443,Home & Kitchen,Zenith,147.64,3.4
P00444,Nexa Max 0444,Office,Urban,58.35,4.3
P00445,Apex Classic 0445,Electronics,Nova,17.26,4.3
P00446,Nova Classic 0446,Toys,Orion,15.9,3.9
P00447,Urban Essential 0447,Electronics,Pulse,66.95,4.2
P00448,Nexa Essential 0448,Grocery,Nova,13.57,4.1
P00449,Nexa Max 0449,Accessories,Prime,13.23,4.8
